event_name,date,time,latitude,longitude,state,district
L352,2020-05-26,None,25.436306,92.19525,Meghalaya,West Jaintia Hills
L353,2020-05-26,None,25.435057,92.198364,Meghalaya,West Jaintia Hills
L354,2020-05-26,None,25.447416,92.201385,Meghalaya,West Jaintia Hills
L355,2020-05-26,None,25.45075,92.19453,Meghalaya,West Jaintia Hills
L356,2020-05-26,None,25.45075,92.19453,Meghalaya,West Jaintia Hills
L357,2020-05-26,None,25.453518,92.18784,Meghalaya,West Jaintia Hills
L358,2020-05-26,None,25.442333,92.19447,Meghalaya,West Jaintia Hills
L359,2020-05-26,None,25.441778,92.19558,Meghalaya,West Jaintia Hills
L360,2020-05-26,None,25.44139,92.191086,Meghalaya,West Jaintia Hills
L361,2020-05-26,None,25.436306,92.19525,Meghalaya,West Jaintia Hills
L362,2020-05-26,None,25.435057,92.198364,Meghalaya,West Jaintia Hills
L363,2020-05-26,None,25.447416,92.201385,Meghalaya,West Jaintia Hills
L364,2020-05-26,None,25.45075,92.19453,Meghalaya,West Jaintia Hills
L365,2020-05-26,None,25.45075,92.19453,Meghalaya,West Jaintia Hills
L366,2020-05-26,None,25.453518,92.18784,Meghalaya,West Jaintia Hills
L18,2020-05-26,None,25.3946,91.93597,Meghalaya,East khasi hills
Shillong-Agartala-Sabrum Rd,2020-05-26,None,25.453518,92.18784,Meghalaya,Jaintia Hills
Caroline-Jowai,2020-05-26,None,25.45075,92.19453,Meghalaya,Jaintia Hills
Salaroh Landslide,2020-05-26,None,25.447416,92.201385,Meghalaya,Jaintia Hills
Chilliangraij Landslide,2020-05-26,None,25.435057,92.198364,Meghalaya,Jaintia Hills
Chutwakhu road landslide,2020-05-26,None,25.436306,92.19525,Meghalaya,Jaintia Hills
Riatsiatsim Landslide,2020-05-26,None,25.44139,92.191086,Meghalaya,Jaintia Hills
Iawmusiang Landslide � II,2020-05-26,None,25.441778,92.19558,Meghalaya,Jaintia Hills
Iawmusiang Landslide - I,2020-05-26,None,25.442333,92.19447,Meghalaya,Jaintia Hills
Myong Kyong 12th Mile Silde,2020-05-26,5:00 P.M,27.565,88.424,Sikkim,North Sikkim
L250,2020-05-25,None,25.329208,91.659996,Meghalaya,East khasi hills
Variengte_IOC_veng1,2020-05-25,Night,24.455,92.74167,Mizoram,Kolasib
Aarzoo Village,2020-05-25,None,28.5,95.807,Arunachal Pradesh,Dibang Valley
L237,2020-05-25,None,25.32243,91.70444,Meghalaya,East khasi hills
L57,2020-05-24,None,25.2495,91.69877,Meghalaya,East khasi hills
L173,2020-05-24,None,25.231417,91.68961,Meghalaya,East khasi hills
Satala Landslide,2020-05-24,1:00 P.M,27.39839,88.62566,Sikkim,North Sikkim
L234,2020-05-24,None,25.470934,91.813225,Meghalaya,East khasi hills
Lingchom Landslide,2020-05-24,12:30 P.M,27.286,88.219,Sikkim,West Sikkim
L162,2020-05-24,None,25.210033,91.64796,Meghalaya,East khasi hills
L49,2020-05-24,None,25.242182,91.68623,Meghalaya,East khasi hills
L51,2020-05-24,None,25.243214,91.68675,Meghalaya,East khasi hills
L53,2020-05-24,None,25.241507,91.686325,Meghalaya,East khasi hills
L55,2020-05-24,None,25.241726,91.685455,Meghalaya,East khasi hills
Dhare Landslide,2020-05-24,None,27.398666,88.62358,Sikkim,North Sikkim
L64,2020-05-24,None,25.231417,91.68961,Meghalaya,East khasi hills
L84,2020-05-24,None,25.242182,91.68623,Meghalaya,East khasi hills
L86,2020-05-24,None,25.243214,91.68675,Meghalaya,East khasi hills
L88,2020-05-24,None,25.241507,91.686325,Meghalaya,East khasi hills
L90,2020-05-24,None,25.241726,91.685455,Meghalaya,East khasi hills
L92,2020-05-24,None,25.2495,91.69877,Meghalaya,East khasi hills
L158,2020-05-24,None,25.223726,91.750496,Meghalaya,East khasi hills
L257,2020-05-23,None,25.3451,92.0077,Meghalaya,East khasi hills
Umjapung slide,2020-05-21,1:00 P.M,25.62,91.88272,Meghalaya,East Khasi Hills
L284,2020-05-21,None,25.5035,91.8062,Meghalaya,East khasi hills
L1,2020-05-21,None,25.588333,91.98944,Meghalaya,East khasi hills
L286,2020-04-24,None,25.29,91.5,Meghalaya,East khasi hills
Zemabawk_2,2020-02-02,Night,23.730278,92.75766,Mizoram,Aizawl
