event_name,date,time,latitude,longitude,state,district
Sumer Landslide,2024-06-30,,25.692127,91.90634,Meghalaya,Ri Bhoi
Umbang 4 Landslide,2024-06-30,,25.67939,91.89954,Meghalaya,Ri Bhoi
Bana Landslide,2024-06-30,,27.30978,92.95874,Arunachal Pradesh,East Kameng
Umbang 3 Landslide,2024-06-30,,25.686802,91.903145,Meghalaya,Ri Bhoi
Hayuliang Landslide,2024-06-29,,28.06798,96.56551,Arunachal Pradesh,Anjaw
DC Hill Landslide,2024-06-29,,26.01202,94.52143,Nagaland,Zunheboto
Demwe Landslide,2024-06-29,,27.886843,96.37484,Arunachal Pradesh,Lohit
Babuk Landslide,2024-06-29,,28.142214,95.09296,Arunachal Pradesh,Siang District
Tatu Landslide,2024-06-29,,28.519848,94.36134,Arunachal Pradesh,West Siang
Tarak Landslide,2024-06-29,,28.226542,94.8832,Arunachal Pradesh,Siang District
Jullang Landslide,2024-06-29,,27.07383,93.6327,Arunachal Pradesh,Papum Pare
Lingding Landslide,2024-06-28,,27.324677,88.60395,Sikkim,East Sikkim
Tongdentsuyong Landslide,2024-06-28,,26.328053,94.524574,Nagaland,Mokokchung
Sohiong Landslide,2024-06-28,,25.510164,91.70037,Meghalaya,East Khasi Hills
Tippi Landslide,2024-06-26,,27.03649,92.60561,Arunachal Pradesh,West Kameng
Siji Landslide,2024-06-25,,27.923784,94.71168,Arunachal Pradesh,Lower Siang
Itanagar Landslide,2024-06-23,10:30 AM,27.099653,93.62708,Arunachal Pradesh,Papum Pare
Pomlum Landslide,2024-06-19,,25.518951,91.82858,Meghalaya,East Khasi Hills
Bendargool Landslide,2024-06-19,12:45 AM,24.787043,92.52379,Assam,Karimganj
Karsingsa Landslide,2024-06-18,,27.121868,93.78342,Arunachal Pradesh,Papum Pare
Karkhana Landslide,2024-06-17,,25.152775,92.22033,Meghalaya,East Jaintia Hills
Markasa Landslide,2024-06-17,,25.52819,91.43314,Meghalaya,West Khasi Hills
Medical Ward Landslide,2024-06-16,,25.88165,94.78012,Nagaland,Kiphire
Rangfra Landslide,2024-06-16,,27.141176,95.74675,Arunachal Pradesh,Changlang
Simsang Landslide 1,2024-06-15,,25.54999,90.4126,Meghalaya,East Garo Hills
Lummawbah Landslide,2024-06-15,,25.568354,91.86664,Meghalaya,South West Khasi Hills
Lumshnong Landslide,2024-06-15,12:25 PM,25.162582,92.38607,Meghalaya,East jaintia Hills
Dopogre Landslide 2,2024-06-15,,25.314953,90.20007,Meghalaya,West Garo Hills
Dopogre Landslide 1,2024-06-15,,25.314873,90.200066,Meghalaya,West Garo Hills
Kherapara Landslide 4,2024-06-15,,25.324305,90.20507,Meghalaya,West Garo Hills
Kherapara Landslide 3,2024-06-15,,25.324394,90.20513,Meghalaya,West Garo Hills
Kherapara Landslide 2,2024-06-15,,25.324709,90.20545,Meghalaya,West Garo Hills
Kherapara Landslide 1,2024-06-15,,25.338717,90.20378,Meghalaya,West Garo Hills
Santogre Landslide 2,2024-06-15,,25.355738,90.22203,Meghalaya,West Garo Hills
Santogre Landslide 1,2024-06-15,,25.355696,90.22225,Meghalaya,West Garo Hills
Rongbretgre Landslide 4,2024-06-15,,25.39366,90.22566,Meghalaya,West Garo Hills
Rongbretgre Landslide 3,2024-06-15,,25.395992,90.22618,Meghalaya,West Garo Hills
Rongbretgre Landslide 2,2024-06-15,,25.396902,90.22664,Meghalaya,West Garo Hills
Rongbretgre Landslide 1,2024-06-15,,25.399736,90.22306,Meghalaya,West Garo Hills
Dinasagre Landslide 2,2024-06-15,,25.469955,90.22071,Meghalaya,West Garo Hills
Dinasagre Landslide 1,2024-06-15,,25.470968,90.22083,Meghalaya,West Garo Hills
Bomdo Landslide,2024-06-15,,28.74853,94.91033,Arunachal Pradesh,Upper Siang
Mungiakami Landslide,2024-06-15,,23.878866,91.70585,Tripura,West Tripura
Mawkyrwat Landslide,2024-06-15,,25.36897,91.46641,Meghalaya,South West Khasi Hills
Derengre Landslide,2024-06-15,,25.47651,90.223145,Meghalaya,West Garo Hills
Bolpuchring Landslide 3,2024-06-15,,25.496122,90.22229,Meghalaya,West Garo Hills
Bolpuchring Landslide 2,2024-06-15,,25.496702,90.22174,Meghalaya,West Garo Hills
Bolpuchring Landslide 1,2024-06-15,,25.496548,90.22067,Meghalaya,West Garo Hills
Rengsipara Landslide 2,2024-06-15,,25.308134,90.20464,Meghalaya,West Garo Hills
Rengsipara Landslide 1,2024-06-15,,25.308287,90.20456,Meghalaya,West Garo Hills
Rongkon Landslide,2024-06-15,,25.545538,90.23077,Meghalaya,West Garo Hills
Chasingre Landslide,2024-06-15,,25.556377,90.236015,Meghalaya,West Garo Hills
Matchurigre Landslide 7,2024-06-15,,25.555088,90.340614,Meghalaya,West Garo Hills
Matchurigre Landslide 6,2024-06-15,,25.55621,90.3412,Meghalaya,West Garo Hills
Matchurigre Landslide 5,2024-06-15,,25.557146,90.341415,Meghalaya,West Garo Hills
Matchurigre Landslide 4,2024-06-15,,25.561705,90.34938,Meghalaya,West Garo Hills
Matchurigre Landslide 3,2024-06-15,,25.561884,90.35138,Meghalaya,West Garo Hills
Matchurigre Landslide 2,2024-06-15,,25.561888,90.35138,Meghalaya,West Garo Hills
Matchurigre Landslide 1,2024-06-15,,25.561543,90.351456,Meghalaya,West Garo Hills
Durakalakgre Landslide,2024-06-15,,25.547884,90.38568,Meghalaya,East Garo Hills
Simsang Landslide 3,2024-06-15,,25.549017,90.408646,Meghalaya,East Garo Hills
Simsang Landslide 2,2024-06-15,,25.55002,90.41269,Meghalaya,East Garo Hills
Mangrure Landslide 3,2024-06-15,,25.556389,90.42005,Meghalaya,East Garo Hills
Mangrure Landslide 2,2024-06-15,,25.556503,90.42012,Meghalaya,East Garo Hills
Mangrure Landslide 1,2024-06-15,,25.556717,90.42025,Meghalaya,East Garo Hills
Rongram Landslide,2024-06-15,,25.599743,90.25729,Meghalaya,West Garo Hills
Ranikor Landslide,2024-06-15,,25.225819,91.23621,Meghalaya,South West Khasi Hills
Umsamlem Landslide,2024-06-14,,25.800589,91.87519,Meghalaya,Ri Bhoi
Ri Palei Landslide,2024-06-14,,25.82781,91.87429,Meghalaya,Ri Bhoi
Umiam Landslide,2024-06-14,,25.679203,91.89986,Meghalaya,Ri Bhoi
Sangkalang Landslide,2024-06-13,,27.508598,88.52692,Sikkim,North Sikkim
Mangan landslide,2024-06-13,13:25 PM,27.500278,88.53445,Sikkim,North Sikkim
Pakshep Landslide,2024-06-13,,27.506685,88.55658,Sikkim,North Sikkim
Zeema Landslide,2024-06-11,,27.863724,88.54756,Sikkim,North Sikkim
Khantlang Landslide,2024-06-11,,23.750944,92.27094,Mizoram,Mamit District
Pani House Landslide,2024-06-11,,27.32167,88.60993,Sikkim,East Sikkim
Shantinagar Landslide,2024-06-11,,27.235533,88.50579,Sikkim,East Sikkim
Majua Landslide,2024-06-10,6:30 AM,27.294025,88.41938,Sikkim,South Sikkim
Gramya Nagar Landslide,2024-06-03,Daytime,26.160366,91.69821,Assam,Kamrup Metro
Katahbari Landslide,2024-06-03,Daytime,26.125216,91.71827,Assam,Kamrup Metro
Matim Landslide,2024-06-01,,27.627142,88.67311,Sikkim,North Sikkim
Tashi Landslide,2024-06-01,,27.37194,88.61639,Sikkim,East Sikkim
Lumshnong Landslide,2024-05-30,,25.15457,92.36844,Meghalaya,East Jaintia Hills
Lungkhok Landslide,2024-05-30,,25.202045,93.01028,Assam,Dima Hasao
Nongpriang Landslide,2024-05-30,,25.271534,91.748955,Meghalaya,East Khasi Hills
Mahur Landslide,2024-05-30,,25.179895,93.11646,Assam,Dima Hasao
Rudra Nagar Landslide,2024-05-30,,26.190964,91.77573,Assam,Kamrup Metro
Bethel Landslide,2024-05-30,,25.1934,93.02043,Assam,Dima Hasao
Krishna Nagar Landslide,2024-05-29,,26.144955,91.74764,Assam,Kamrup Metro
Lungsei Landslide,2024-05-28,,23.451218,92.68159,Mizoram,Aizawl
Imphal Landslide,2024-05-28,,24.78167,93.777695,Manipur,Imphal
Senapati Landslide,2024-05-28,,25.267628,93.97409,Manipur,Senapati
Aibawk Landslide,2024-05-28,,23.559122,92.70656,Mizoram,Aizawl
Falkawn Landslide,2024-05-28,,23.622236,92.72635,Mizoram,Aizawl
Kikruma Landslide,2024-05-28,,25.579584,94.22053,Nagaland,Phek
Lumparing Landslide,2024-05-28,,25.560963,91.88182,Meghalaya,East khasi Hills
Rilbong Landslide,2024-05-28,,25.567062,91.87149,Meghalaya,East khasi Hills
Mawkynroh Landslide,2024-05-28,,25.625809,91.902596,Meghalaya,East khasi Hills
Mawlai Landslide,2024-05-28,,25.62836,91.893135,Meghalaya,East khasi Hills
Weilong Landslide,2024-05-28,,25.363388,91.61459,Meghalaya,East khasi Hills
Hunthar Landslide,2024-05-28,,23.745054,92.71425,Mizoram,Aizawl
Hlimen Landslide,2024-05-28,Morning Hour,23.68059,92.717674,Mizoram,Aizawl
Rekizu Landslide,2024-05-28,,25.582964,94.298515,Nagaland,Phek
Salem Landslide,2024-05-28,,23.717691,92.7266,Mizoram,Aizawl
Mawphland Landslide,2024-05-28,,25.453314,91.75177,Meghalaya,East khasi Hills
13 KM Landslide,2024-05-28,,25.39193,91.38969,Meghalaya,South West Khasi Hills
Sonapur Tunnel Landslide,2024-05-27,,25.106205,92.36098,Meghalaya,East Jaintia Hills
Subansiri Landslide,2024-05-27,Day Time,27.532524,94.26303,Assam,Dhemaji
Kasom Landslide,2024-05-27,,24.675072,94.271324,Manipur,Ukhrul
Tikok Landslide,2024-05-26,12:30 AM,27.282038,95.73823,Assam,Tinsukia
Shillong Landslide,2024-05-17,,25.568556,91.87381,Meghalaya,East Khasi Hills
Pakyong DC office Landslide,2024-05-17,Afternoon,27.245344,88.61161,Sikkim,Pakyong
3rd Mile Landslide,2024-05-16,,25.569286,91.85616,Meghalaya,East Khasi Hills
Pach Nallah Landslide,2024-05-16,Morning,27.78598,93.5422,Arunachal Pradesh,Kurung Kumey
Borma Landslide,2024-05-16,,25.568237,91.85661,Meghalaya,East Khasi Hills
Damcherra Landslide,2024-05-03,,25.01947,92.76249,Assam,Cachar
Jatinga Landslide,2024-05-01,,25.109873,92.891914,Assam,Dima Hasao
Sonapur  Landslide,2024-04-30,6:00 PM,25.102667,92.35801,Meghalaya,East Jaintia Hills
Hunli and Anini,2024-04-24,5:00 PM,28.233286,95.77758,Arunachal Pradesh,Dibang Valley
Sonapur Tunnel Landslide,2024-02-03,4:00 AM,25.105844,92.36018,Meghalaya,East Jaintia Hills
Subansiri Landslide,2023-10-27,,27.552114,94.25898,Arunachal Pradesh,Lower Subansiri
Pynthorlangtein Landslide,2023-10-08,,25.390614,92.180176,Meghalaya,West Jaintia Hills
Lechubagan Landslide,2023-10-07,,26.152334,91.798065,Assam,Kamrup Metro
Kahilipara Landslide,2023-10-07,,26.141897,91.75701,Assam,Kamrup Metro
Bamunimaidam Landslide,2023-10-06,,26.187105,91.793724,Assam,Kamrup Metro
Kharguli Landslide,2023-10-06,,26.19676,91.76544,Assam,Kamrup Metro
Lhonak Landslide,2023-10-04,,27.912811,88.18362,Sikkim,North Sikkim
Patharkhmah Landslide,2023-09-26,,25.88385,91.615265,Meghalaya,Ri Bhoi
Keitum Landslide,2023-09-11,,23.233976,92.91265,Mizoram,Serchhip
Rupa Landslide,2023-08-27,,27.203192,92.38797,Arunachal Pradesh,West Kameng
Nag Mandir Landslide,2023-08-27,,27.204945,92.54705,Arunachal Pradesh,West Kameng
Noklangsangba Landslide,2023-08-27,,26.653847,94.51346,Nagaland,Mokokchung
Tenzin Landslide,2023-08-27,,27.09638,92.218025,Arunachal Pradesh,West Kameng
Dengzi Landslide,2023-08-27,,27.057522,92.136536,Arunachal Pradesh,West Kameng
Sonapur Tunnel Landslide,2023-08-26,,25.105957,92.36029,Meghalaya,East Jaintia Hills
Mimi Landslide,2023-08-25,,25.70887,94.906815,Nagaland,Kiphire
Lingzing Landslide,2023-08-25,Morning,27.278215,88.08848,Sikkim,West Sikkim
32 No. Landslide,2023-08-24,,27.259935,88.55068,Sikkim,East Sikkim
Lalpani Landslide,2023-08-21,,24.795353,93.03834,Assam,Cachar
Awangkhul Landslide,2023-08-20,7:00 AM,24.82048,93.55041,Manipur,Noney
Siji Landslide,2023-08-18,,27.717104,94.697075,Arunachal Pradesh,Lower Siang
Khongsang Landslide,2023-08-16,,24.826582,93.47773,Manipur,Noney
Awangkhul Landslide,2023-08-16,,24.820486,93.550415,Manipur,Noney
Sonapur Tunnel Landslide,2023-08-10,Night,25.106699,92.36123,Meghalaya,East Jaintia Hills
Hunthar Landslide,2023-08-09,3:00 AM,23.745832,92.713844,Mizoram,Aizawl
Kiphire Town Landslide,2023-08-09,Night,25.876143,94.78475,Nagaland,Kiphire
Lunglei Landslide,2023-08-08,,22.880829,92.76097,Mizoram,Lunglei
Lawngtlai Landslide,2023-08-08,,22.518534,92.889305,Mizoram,Lawngtlai
32 No. Landslide,2023-08-04,,27.259995,88.55059,Sikkim,East Sikkim
Sonapur Tunnel Landslide,2023-08-04,10:00 PM,25.106083,92.360405,Meghalaya,East Khasi Hills
Taliha Landslide,2023-07-28,NULL,28.235584,94.144356,Arunachal Pradesh,Upper Subansiri
"NH 13, Pangin Landslide",2023-07-28,8:30AM,28.14251,95.269295,Arunachal Pradesh,Siang district
Vaivakawn Landslide,2023-07-27,,23.74242,92.70878,Mizoram,Aizawl
MeriemaLandslide,2023-07-17,None,25.709988,94.047806,Nagaland,Kohima
Pangin Landslide,2023-07-16,5:00 AM,28.095266,95.28282,Arunachal Pradesh,Siang district
Kiphire Landslide,2023-07-16,None,25.994081,94.85535,Nagaland,Kiphire
Rafung Khola Landslide,2023-07-14,None,27.299227,88.39087,Sikkim,South Sikkim
Theng Landslide,2023-07-14,None,27.565792,88.64942,Sikkim,North Sikkim
9th Mile Landslide,2023-07-14,None,27.378153,88.728195,Sikkim,East Sikkim
Lingzya Busty Landslide,2023-07-12,8:30 AM,27.535576,88.50033,Sikkim,North Sikkim
Iron bridge landslide,2023-07-10,5:00 AM,25.529814,93.76566,Nagaland,Peren
Choklangan Landslide,2023-07-09,01:00:00,26.106224,95.08095,Nagaland,Noklak
Wonthai Landslide,2023-07-09,,26.197296,95.02028,Nagaland,Noklak
Ehoukeh King,2023-07-09,,26.199009,95.01541,Nagaland,Noklak
Hunthar  Landslide,2023-07-04,,23.74506,92.71425,Mizoram,Aizawl
Pakala Pahar landslide,2023-07-04,5:00 PM,25.798326,93.79773,Nagaland,Chumoukedima
Sonapur Tunnel Landslide,2023-07-03,Morning,25.106073,92.36114,Meghalaya,East Jaintia Hills
Joramuhuria Landslide,2023-06-29,,25.894901,91.43331,Assam,Kamrup
Sonapur Tunnel Landslide,2023-06-23,None,25.105701,92.361275,Meghalaya,East Jaintia Hills
Sessa Landslide,2023-06-23,None,27.10699,92.52516,Arunachal Pradesh,West Kameng
Puroik Landslide,2023-06-23,None,27.101536,93.671455,Arunachal Pradesh,Papum pare
Karsingsa Landslide,2023-06-23,None,27.095932,93.828636,Arunachal Pradesh,Papum pare
Pangin Landslide,2023-06-23,None,28.23372,94.93064,Arunachal Pradesh,West Siang
Umiam View point Landslide,2023-06-22,None,25.68725,91.94867,Meghalaya,Ri Bhoi
PA Sangma Stadium Landslide,2023-06-22,Morning,25.52188,90.18178,Meghalaya,West Garo Hills
Sonapur Tunnel Landslide,2023-06-19,None,25.10595,92.3603,Meghalaya,East Jaintia Hills
Kalej Khola landslide,2023-06-18,None,27.26933,88.25037,Sikkim,West Sikkim
Lower Okhrey Landslide,2023-06-18,None,27.142584,88.10331,Sikkim,West Sikkim
Dentam Landslide,2023-06-18,None,27.254354,88.13678,Sikkim,West Sikkim
Dhirenpara Landslide,2023-06-17,None,26.123802,91.71949,Assam,Kamrup Metro
Darrang Landslide,2023-06-17,None,25.205927,92.02089,Meghalaya,West Jaintia Hills
Dommawlein landslide,2023-06-17,None,25.275152,91.36604,Meghalaya,West Khasi Hills
Laitlarem Landslide,2023-06-17,None,25.446165,91.57097,Meghalaya,East Khasi Hills
Chungthang 2 Landslide,2023-06-16,None,27.60389,88.64646,Sikkim,North Sikkim
Hunthar Landslide,2023-06-16,None,23.745054,92.71425,Mizoram,Aizawl
Sonapur Tunnel Landslide,2023-06-15,None,25.105946,92.36026,Meghalaya,East Jaintia Hills
Rngain Landslide,2023-06-14,None,25.371452,91.87655,Meghalaya,East Khasi Hills
Sonapur Tunnel Landslide,2023-06-14,None,25.10593,92.360245,Meghalaya,East Jaintia Hills
Tippi Landslide,2023-06-12,None,27.026924,92.61017,Arunachal Pradesh,West Kameng
Pynursla Landslide,2023-06-11,None,25.3096,91.90261,Meghalaya,East Khasi Hills
Sonapur Tunnel Landslide,2023-06-10,None,25.10593,92.360245,Meghalaya,East Jaintia Hills
Sonapur Tunnel Landslide,2023-05-27,None,25.105844,92.36018,Meghalaya,East Jaintia Hills
Chungthang Landslide,2023-05-19,None,27.613235,88.6573,Sikkim,North Sikkim
Tura Civil Hospital,2023-05-06,None,25.515018,90.20299,Meghalaya,West Garo Hills
Kurung 2,2023-05-06,None,27.896471,93.4241,Arunachal Pradesh,Kurung Kumey
Kurung 1,2023-05-06,None,27.894518,93.43503,Arunachal Pradesh,Kurung Kumey
Mossing Landslide,2023-05-05,2:00 AM,28.798956,94.77571,Arunachal Pradesh,Upper Siang
Rngain Landslide,2023-04-14,None,25.371447,91.87656,Meghalaya,East Khasi Hills
Sonapur Tunnel Landslide,2023-04-05,None,25.10593,92.360245,Meghalaya,East Jaintia Hills
Subansiri Lower Hydroelectric Project,2023-04-03,None,27.554682,94.259926,Assam,Dhemaji
Teliamura Landslide,2023-03-31,None,23.837263,91.62872,Tripura,Khowai
Sokpay Landslide,2023-03-26,None,27.392355,88.5232,Sikkim,Gangtok
Tuting Landslide,2023-03-24,None,28.782139,94.86048,Arunachal Pradesh,Upper Siang
Roing Anini,2023-02-24,None,28.233286,95.77758,Arunachal Pradesh,Lower Dibang Valley
Hermon Veng,2023-01-26,7.30 PM,23.491709,93.20454,Mizoram,Champhai
Yangang Landslide,2022-11-04,None,27.296944,88.39555,Sikkim,South Sikkim
Poom_landslide,2022-08-31,16:00,27.830093,88.69597,Sikkim,North Sikkim
Republic Landslide,2022-07-26,None,23.719,92.721,Mizoram,Aizawl
Aizawl 1 Landslide,2022-07-26,None,23.741,92.712,Mizoram,Aizawl
Aizawl 2 Landslide,2022-07-26,None,23.74,92.712,Mizoram,Aizawl
Kawnpui 4 Landslide,2022-07-24,None,23.982,92.684,Mizoram,Kolasib
Kawnpui 1 Landslide,2022-07-24,None,23.985,92.682,Mizoram,Kolasib
Thenzawl 6 Landslide,2022-07-24,None,24.254,92.691,Mizoram,Serchhip
Thenzawl 5 Landslide,2022-07-24,None,24.256,92.692,Mizoram,Serchhip
Vairengte Landslide,2022-07-24,None,24.508,92.769,Mizoram,Kolasib
Sialsuk 1 Landslide,2022-07-24,None,24.38,92.715,Mizoram,Aizawl
Sialsuk 2 Landslide,2022-07-24,None,24.366,92.719,Mizoram,Aizawl
Sialsuk 3 Landslide,2022-07-24,None,24.366,92.727,Mizoram,Aizawl
Sialsuk 4 Landslide,2022-07-24,None,24.37,92.73,Mizoram,Aizawl
Sialsuk 5 Landslide,2022-07-24,None,24.362,92.73,Mizoram,Aizawl
Bilkhawthlir 1 Landslide,2022-07-24,None,24.349,92.723,Mizoram,Kolasib
Bilkhawthlir 2 Landslide,2022-07-24,None,24.338,92.721,Mizoram,Kolasib
Bilkhawthlir 3 Landslide,2022-07-24,None,24.325,92.708,Mizoram,Kolasib
Thenzawl 1 Landslide,2022-07-24,None,24.266,92.692,Mizoram,Serchhip
Thenzawl 2 Landslide,2022-07-24,None,24.264,92.692,Mizoram,Serchhip
Thenzawl 3 Landslide,2022-07-24,None,24.263,92.692,Mizoram,Serchhip
Thenzawl 4 Landslide,2022-07-24,None,24.258,92.692,Mizoram,Serchhip
Kawnpui 5 Landslide,2022-07-24,None,23.98,92.684,Mizoram,Kolasib
Kawnpui 3 Landslide,2022-07-24,None,23.983,92.684,Mizoram,Kolasib
Kawnpui 2 Landslide,2022-07-24,None,23.984,92.684,Mizoram,Kolasib
Tupul_yard_landslide,2022-06-30,None,24.80265,93.6709,Manipur,Noney
Sood_landslide,2022-06-19,08:00,27.112083,93.6878,Arunachal Pradesh,Papum Pare
Modirijo_landslide,2022-06-19,None,27.107346,93.650566,Arunachal Pradesh,Papum Pare
Tawipui_road,2022-06-19,None,22.690073,92.84086,Mizoram,Lunglei
Navagarha_guard_wall_collapse,2022-06-19,None,26.19286,91.76223,Assam,Kamrup Metro
Borakhai_tea_estate,2022-06-18,None,24.759151,92.7794,Assam,Cachar
Azadnagar_landslide,2022-06-17,None,26.14118,90.63741,Assam,Gopalpara
Bolsalgre_landslide,2022-06-17,None,25.459652,90.03326,Meghalaya,South Garo Hills
Darrang_landslide,2022-06-17,None,25.206291,92.02121,Meghalaya,West Jaintia Hills
Siju_landslide,2022-06-17,None,25.351841,90.68374,Meghalaya,South Garo Hills
Laitlarem_landslide,2022-06-16,None,25.44632,91.57084,Meghalaya,East Khasi Hills
Nizarpur_landslide,2022-06-12,None,26.11816,91.683105,Assam,Kurung Kumey
Jebalgre_landslide,2022-06-09,None,25.389677,90.060165,Meghalaya,West Garo Hills
Betasingh_landslide,2022-06-09,None,25.507116,89.951546,Meghalaya,South West Garo Hills
Punjabi_dhabha_landslide,2022-05-16,21:30,27.095318,93.62141,Arunachal Pradesh,Papum Pare
Ganga_Jully_basti_road,2022-05-16,None,27.079184,93.61592,Arunachal Pradesh,Papum Pare
L4,2022-05-15,None,25.145105,93.03218,Assam,Dima Hasao
DF5,2022-05-15,None,25.145308,93.02946,Assam,Dima Hasao
DF4,2022-05-15,None,25.144354,93.02944,Assam,Dima Hasao
L9a,2022-05-15,None,25.148092,93.0336,Assam,Dima Hasao
L9b,2022-05-15,None,25.14794,93.03361,Assam,Dima Hasao
L10,2022-05-15,None,25.186506,93.01687,Assam,Dima Hasao
L11,2022-05-15,None,25.18653,93.01751,Assam,Dima Hasao
L12,2022-05-15,None,25.187185,93.01716,Assam,Dima Hasao
L13,2022-05-15,None,25.18724,93.0178,Assam,Dima Hasao
L14,2022-05-15,None,25.188253,93.01809,Assam,Dima Hasao
L15,2022-05-15,None,25.187881,93.01832,Assam,Dima Hasao
L16,2022-05-15,None,25.187809,93.018524,Assam,Dima Hasao
L17,2022-05-15,None,25.187763,93.018745,Assam,Dima Hasao
L18,2022-05-15,None,25.187649,93.01909,Assam,Dima Hasao
L22,2022-05-15,None,25.186731,93.0194,Assam,Dima Hasao
L19,2022-05-15,None,25.186766,93.01914,Assam,Dima Hasao
L27,2022-05-15,None,25.186045,93.01877,Assam,Dima Hasao
L28,2022-05-15,None,25.185911,93.01879,Assam,Dima Hasao
DF3,2022-05-15,None,25.143646,93.02876,Assam,Dima Hasao
L20,2022-05-15,None,25.186756,93.01923,Assam,Dima Hasao
L21,2022-05-15,None,25.186605,93.01952,Assam,Dima Hasao
L23,2022-05-15,None,25.186619,93.019455,Assam,Dima Hasao
L24,2022-05-15,None,25.18669,93.01947,Assam,Dima Hasao
L25,2022-05-15,None,25.186378,93.01897,Assam,Dima Hasao
L26,2022-05-15,None,25.186222,93.01888,Assam,Dima Hasao
L30,2022-05-15,None,25.186321,93.02017,Assam,Dima Hasao
L29,2022-05-15,None,25.186026,93.019104,Assam,Dima Hasao
devi-nala-1,2022-05-15,None,25.03473,92.779236,Assam,Cachar
devi-nala-2,2022-05-15,None,25.035023,92.78028,Assam,Cachar
bandarkhal_nrsc_south1,2022-05-15,None,25.049883,92.80106,Assam,Cachar
bandarkhal_north_1,2022-05-15,None,25.061815,92.79994,Assam,Cachar
bandarkhal_north_2,2022-05-15,None,25.062498,92.79922,Assam,Cachar
bandarkhal_north_east_1,2022-05-15,None,25.066957,92.80956,Assam,Cachar
doloi_chunga_s1,2022-05-15,None,25.082067,92.81372,Assam,Cachar
doloi_chunga_s2,2022-05-15,None,25.065077,92.85103,Assam,Cachar
lodhi_basti1,2022-05-15,None,25.064798,92.8521,Assam,Cachar
lodhi_basti2,2022-05-15,None,25.064266,92.87685,Assam,Cachar
saisi_w1,2022-05-15,None,25.061062,92.87666,Assam,Cachar
nachangjol_1,2022-05-15,None,25.07341,92.8663,Assam,Cachar
Maharajpur,2022-05-15,None,25.08474,92.868065,Assam,Dima Hasao
bungkhang_sw1,2022-05-15,None,25.08061,92.87005,Assam,Dima Hasao
bungkhang_sw2,2022-05-15,None,25.074862,92.87329,Assam,Dima Hasao
bungkhang_3,2022-05-15,None,25.078197,92.88341,Assam,Dima Hasao
bungkhang_1,2022-05-15,None,25.091064,92.733284,Assam,Dima Hasao
bungkhang_2,2022-05-15,None,25.095066,92.737595,Assam,Dima Hasao
doloi_chunga_s3,2022-05-15,None,25.137493,92.73741,Assam,Dima Hasao
doloi_chunga_se1,2022-05-15,None,25.115389,92.75996,Assam,Dima Hasao
nachangjol_2,2022-05-15,None,25.128378,92.78221,Assam,Dima Hasao
nachangjol_3,2022-05-15,None,25.124657,92.77173,Assam,Dima Hasao
nachangjol_4,2022-05-15,None,25.106842,92.77259,Assam,Dima Hasao
new_harangjao1,2022-05-15,None,25.111677,92.8712,Assam,Dima Hasao
new_harangjao2,2022-05-15,None,25.110813,92.8845,Assam,Dima Hasao
new_harangjao3,2022-05-15,None,25.103504,92.88966,Assam,Dima Hasao
harangajao_nw,2022-05-15,None,25.147371,92.820015,Assam,Dima Hasao
khomunom,2022-05-15,None,25.069427,93.1018,Assam,Dima Hasao
hill_haflong1,2022-05-15,None,25.15346,93.0184,Assam,Dima Hasao
jatinga_lumpur,2022-05-15,None,25.127455,92.9266,Assam,Dima Hasao
L1,2022-05-15,None,25.151909,93.03285,Assam,Dima Hasao
DF1,2022-05-15,None,25.149664,93.03088,Assam,Dima Hasao
DF2,2022-05-15,None,25.149872,93.03178,Assam,Dima Hasao
L2,2022-05-15,None,25.148912,93.031586,Assam,Dima Hasao
L3,2022-05-15,None,25.14752,93.03081,Assam,Dima Hasao
L8,2022-05-15,None,25.145393,93.028824,Assam,Dima Hasao
L5,2022-05-15,None,25.145468,93.03013,Assam,Dima Hasao
L7,2022-05-15,None,25.144587,93.02707,Assam,Dima Hasao
L6,2022-05-15,None,25.141546,93.03085,Assam,Dima Hasao
DF6,2022-05-15,None,25.143412,93.03172,Assam,Dima Hasao
Hokai_pungchi,2022-05-14,None,25.159405,92.9836,Assam,Dima Hasao
Sulung_tapin_landslide,2022-04-19,None,27.856197,93.27676,Arunachal Pradesh,Papum Pare
Byndihati-Umtyra_1,2022-04-13,None,25.299032,92.386284,Meghalaya,Jaintia Hills
Nongsning_1,2022-04-13,None,25.263586,92.38365,Meghalaya,Jaintia Hills
Byndihati-Umtyra_9,2022-04-13,None,25.297401,92.38735,Meghalaya,Jaintia Hills
Byndihati-Umtyra_4,2022-04-13,None,25.29842,92.386955,Meghalaya,Jaintia Hills
Byndihati-Umtyra_3,2022-04-13,None,25.29857,92.386894,Meghalaya,Jaintia Hills
Byndihati-Umtyra_2,2022-04-13,None,25.298933,92.38648,Meghalaya,Jaintia Hills
Byndihati-Umtyra_Road_Creep,2022-04-13,None,25.300713,92.3835,Meghalaya,Jaintia Hills
Before_Sonapur3,2022-04-13,None,25.113762,92.37368,Meghalaya,Jaintia Hills
Before_Sonapur2,2022-04-13,None,25.12547,92.38578,Meghalaya,Jaintia Hills
3km_before_sonapur_1,2022-04-13,None,25.129538,92.388245,Meghalaya,Jaintia Hills
HP_petrol_pump_tongseng_3,2022-04-13,None,25.140808,92.37898,Meghalaya,Jaintia Hills
